conv1.weight,conv1.bias,fc1.weight,fc1.bias,fc2.weight,fc2.bias
0.116018996,,-0.016733285,0.005685908,0.04863667,
0.003805407,,0.014886273,0.060681958,-0.030657483,
-0.07641801,,-0.063366756,-0.05617658,0.07305944,
-0.082510546,,0.045834523,,0.06428881,
-0.12905826,,-0.03604702,,-0.060973894,
0.017502638,,-0.038506255,,0.114966966,
0.10425044,,0.030813044,,-0.07917253,
0.20146981,,-0.015285122,,-0.055351097,
0.043824386,,0.06985672,,-0.10085028,
0.021258816,,0.044187617,,0.06297393,
-0.06521179,,-0.0034955156,,0.11625153,
-0.062259335,,0.038238753,,0.012021527,
-0.096479565,,0.002339624,,-0.03869597,
0.1889033,,0.045317102,,-0.02999895,
0.07885908,,0.018769888,,0.13208196,
-0.0073796203,,0.082350515,,0.12272502,
-0.093186095,,0.04111028,,0.090371326,
-0.03208204,,0.038696226,,-0.011138063,
-0.08848027,,-0.024709309,,-0.03185573,
0.11252996,,-0.058072217,,-0.0048908205,
0.00534191,,0.004172854,,-0.055313893,
0.13319235,,0.018736338,,-0.08635381,
-0.0004898443,,0.09334443,,-0.109772936,
-0.006807348,,0.001129163,,0.059504624,
0.058790207,,-0.084379934,,-0.035357777,
0.06673986,,-0.0468804,,-0.03800796,
0.002906836,,-0.0407132,,-0.05766764,
0.0649792,,-0.0151820555,,-0.019709641,
0.055130973,,0.0004600278,,0.1286543,
0.014527286,,0.02072231,,-0.08956915,
-0.047466807,,0.08083548,,-0.045630377,
0.011831022,,-0.073295005,,-0.06007048,
-0.07701838,,-0.084745154,,0.090490535,
0.04776512,,-0.10351963,,0.07485689,
-0.084654085,,-0.027381716,,0.072440304,
0.07331792,,-0.0045188814,,0.018638017,
-0.018599514,,0.014827349,,-0.10347146,
-0.11150848,,0.07174641,,-0.026770886,
0.036164075,,0.0063862544,,-0.09781391,
0.008570309,,-0.059959386,,0.035807073,
0.0092878295,,0.036748342,,0.057614416,
0.12914719,,0.024847727,,-0.106715515,
0.076372705,,0.024091028,,0.12701586,
-0.10237436,,-0.0012297607,,-0.1441997,
-0.0011619986,,-0.041870307,,0.049472295,
-0.08788073,,0.017942611,,0.039514713,
0.086885445,,0.021426762,,-0.03072869,
-0.06500882,,0.011464634,,-0.11744998,
-0.011640785,,-0.02721504,,0.055489246,
-0.0024975333,,0.061641734,,-0.1488475,
-0.11165872,,-0.03987448,,-0.096024,
-0.016689474,,0.008921873,,-0.109678015,
-0.054305226,,-0.08432682,,0.08863557,
-0.14573295,,-0.0033860863,,0.038116265,
0.069144346,,0.06500911,,0.055147372,
0.18426263,,0.00796791,,-0.12617603,
0.010065147,,0.050553326,,0.058355395,
-0.09409927,,0.058957122,,-0.07021926,
0.13448416,,-0.044939335,,-0.08439095,
0.085112356,,-0.015206399,,-0.010198672,
-0.07113832,,0.015744204,,0.045622345,
0.040954415,,-0.039214216,,-0.08804994,
-0.046902444,,-0.004297128,,-0.13279194,
-0.06708761,,-0.038680736,,0.21260545,
0.031414386,,0.049984306,,0.009073609,
0.008279305,,0.004956989,,-0.072510734,
0.07061093,,-0.041856803,,0.08794189,
-0.11681947,,0.03503568,,-0.1302806,
-0.010083314,,0.006446282,,0.0050975718,
0.12657335,,-0.043064795,,0.09130852,
-0.02907589,,0.05078189,,0.10416105,
0.044765856,,-0.033971593,,-0.11235545,
0.015269853,,0.004587804,,-0.007747934,
0.016501052,,0.059899583,,0.11562031,
0.0083173895,,0.06418649,,0.09017584,
-0.099036425,,0.05852288,,0.10665285,
-0.027092224,,-0.03399735,,0.049981136,
-0.16743594,,0.016373489,,0.030493204,
-0.016122205,,-0.041244697,,-0.10579933,
-0.04685409,,-0.031934448,,-0.09628595,
-0.058187466,,-0.04473997,,0.07355463,
0.117424585,,0.043902017,,0.1596812,
0.14368284,,0.046133522,,0.14262088,
0.045230903,,-0.030449111,,0.04706624,
0.022875264,,-0.051252168,,0.011049761,
-0.0035654113,,-0.04667417,,0.12989765,
-0.02359445,,-0.0368747,,0.1095767,
0.04510347,,-0.057091452,,-0.026953341,
-0.029696736,,0.04467949,,0.16990118,
-0.12866235,,-0.014062064,,0.13289207,
-0.11664195,,-0.005849657,,-0.029672362,
-0.16923404,,-0.02671033,,-0.015262466,
-0.1289713,,0.0074119167,,0.094975345,
0.014741128,,0.027692188,,0.06990951,
0.066300504,,0.043339718,,0.09824141,
-0.01154472,,0.038897045,,0.0032122952,
0.088238016,,-0.019378714,,-0.12885368,
-0.041642457,,0.025802275,,-0.025767101,
-0.058849964,,-0.016278574,,-0.14648226,
-0.009012782,,0.000385205,,-0.063580476,
-0.010258103,,0.013744013,,-0.013318462,
0.03905619,,-0.012784431,,0.0009870146,
0.062405437,,-0.02652257,,-0.21316615,
0.036394052,,0.045296438,,0.079122946,
0.06668949,,0.013851284,,0.04980167,
0.067923956,,-0.05660025,,0.0921904,
-0.016073618,,-0.050809413,,0.015878083,
-0.049215175,,0.013615056,,-0.0043304856,
0.02765756,,-0.011684445,,-0.1644317,
0.07852363,,0.032708637,,0.098518476,
0.12343609,,0.037504334,,-0.094973095,
0.11042087,,0.031239565,,-0.06477279,
0.050948247,,-0.03680107,,0.08067296,
0.11220564,,0.009721709,,0.048927136,
0.0033489903,,-0.008321128,,0.09584074,
0.009861469,,-0.039130237,,0.0021053278,
0.06005073,,-0.0559764,,0.0033872395,
0.12324585,,-0.03657947,,-0.080665596,
0.09506145,,0.053937964,,0.026655572,
0.100563884,,-0.029680958,,0.020772723,
-0.052768603,,-0.026711224,,-0.1491431,
0.0499417,,0.014357673,,-0.13321626,
0.053493425,,0.031193035,,0.067237966,
0.05261123,,0.03340453,,-0.07831239,
0.07621323,,0.03020051,,0.06888892,
0.034162067,,0.03253583,,-0.13769905,
0.10790083,,0.015277539,,-0.019634016,
0.13352203,,-0.047231063,,0.08514528,
0.022148315,,0.033982053,,0.08298788,
-0.12803821,,0.017396528,,-0.08324853,
-0.14945318,,-0.028509725,,0.050081562,
-0.19540071,,0.009428725,,-0.15525433,
-0.012549751,,0.016513204,,0.18909837,
-0.07941605,,-0.03964725,,-0.057025358,
0.03247961,,-0.0841828,,0.026694428,
,,0.014594721,,-0.14146791,
,,0.03641301,,0.015030748,
,,0.016758597,,-0.024054343,
,,0.0140351495,,-0.112968646,
,,-0.0033192302,,0.07355613,
,,-0.07664364,,-0.048969142,
,,-0.08798264,,-0.06600071,
,,-0.048376773,,0.07295197,
,,0.024236618,,0.007915484,
,,0.033519186,,-0.06265706,
,,-0.0040075374,,0.033386756,
,,0.06316178,,0.068031274,
,,0.035127558,,-0.05141311,
,,-0.04198302,,0.045081954,
,,-0.0053813607,,-0.04150828,
,,-0.019725636,,-0.08874375,
,,0.05875459,,0.030709686,
,,0.024799997,,0.018716717,
,,-0.05703156,,-0.03848867,
,,0.0021779055,,0.030138372,
,,-0.022453735,,-0.008411304,
,,-0.027997116,,0.17987022,
,,-0.019578835,,0.039083928,
,,0.01633293,,-0.016929436,
,,0.026654638,,0.04742211,
,,-0.06095665,,0.008035355,
,,-0.03687611,,-0.09942486,
,,-0.055505402,,0.062149543,
,,0.025861342,,0.13344401,
,,-0.044868346,,0.109320186,
,,-0.009860901,,-0.04185969,
,,0.006986372,,0.10592071,
,,0.04491718,,0.059107043,
,,-0.0563274,,0.0056480304,
,,-0.025116842,,-0.026427582,
,,-0.039514698,,-0.038682334,
,,0.016435554,,0.07806994,
,,0.04235606,,-0.10067889,
,,-0.017810589,,-0.03810473,
,,0.04842096,,0.012843468,
,,0.052334465,,0.021607094,
,,-0.012477262,,-0.017561648,
,,-0.014821303,,0.06057507,
,,-0.05793708,,-0.09147541,
,,-0.0037903679,,-0.00968721,
,,0.015949642,,-0.08261883,
,,0.06706058,,0.06075582,
,,0.023104096,,-0.07673865,
,,0.046371393,,-0.08414114,
,,-0.0060012843,,-0.020775955,
,,-0.059609804,,0.049619935,
,,0.017816875,,-0.0051078442,
,,-0.051653896,,-0.074115396,
,,0.014600687,,0.022322016,
,,-0.032310665,,-0.13794689,
,,0.087684125,,0.00446004,
,,0.05143201,,0.05835454,
,,0.014667295,,0.019850155,
,,0.016975125,,0.13322197,
,,0.027503558,,-0.046815053,
,,-0.020341333,,-0.06956248,
,,0.027028343,,-0.15328768,
,,-0.020209547,,-0.09015128,
,,0.018517613,,0.06356815,
,,-0.02486739,,0.09985672,
,,-0.0042624413,,-0.11483996,
,,-0.011825717,,-0.051280104,
,,-0.044519044,,0.08139674,
,,0.037116144,,0.15555401,
,,0.030910773,,0.065179944,
,,0.0706337,,0.015189487,
,,0.053447958,,-0.064747036,
,,0.037287217,,-0.025258057,
,,-0.014224192,,0.027546983,
,,0.015040601,,-0.13820608,
,,-0.037415028,,-0.09212952,
,,-0.024950622,,0.0563209,
,,0.03277345,,-0.013645122,
,,0.062421184,,-0.012045703,
,,-0.021029098,,0.08508272,
,,-0.054694105,,-0.07979217,
,,-0.06639931,,0.057401128,
,,-0.018617004,,0.11132855,
,,0.042365808,,-0.042731058,
,,-0.04280021,,0.0005432417,
,,0.068734825,,-0.0902076,
,,0.041471455,,-0.033789407,
,,-0.05354641,,-0.103200585,
,,-0.03307385,,-0.17735088,
,,0.064350285,,0.015692778,
,,0.0076739495,,-0.014721456,
,,-0.03877199,,-0.010464469,
,,0.022793032,,0.1039601,
,,0.06473675,,0.15821114,
,,-0.008361278,,0.09891102,
,,0.05186164,,0.035553593,
,,0.06169761,,0.07436091,
,,0.012450241,,-0.11031503,
,,0.034935478,,-0.08175838,
,,0.047790725,,-0.07870004,
,,0.08522645,,-0.008945228,
,,0.1285818,,0.092310295,
,,0.102558106,,0.10424092,
,,0.1109592,,0.042852856,
,,-0.042582266,,-0.020542538,
,,-0.034464378,,-0.055130366,
,,-0.11266913,,0.06284259,
,,-0.009414145,,0.03543326,
,,0.04333357,,0.076753795,
,,0.072899066,,-0.08474444,
,,0.026276562,,0.0738132,
,,-0.02919877,,-0.09961115,
,,-0.057936523,,0.06403317,
,,-0.035086453,,-0.008255909,
,,-0.0011238615,,-0.11578804,
,,-0.022409238,,0.028390588,
,,0.013108465,,0.2179883,
,,-0.01325267,,-0.05767403,
,,-0.09166206,,0.04095118,
,,0.0025366019,,0.016866345,
,,-0.013199233,,0.08081109,
,,0.058921903,,-0.17127922,
,,-0.02361106,,-0.057949938,
,,0.023664502,,0.032953016,
,,0.0030508786,,0.11879848,
,,-0.016908592,,0.0766558,
,,-0.058155973,,-0.09755943,
,,-0.0021039434,,-0.064831525,
,,-0.047277622,,-0.09547464,
,,0.022393474,,-0.052665792,
,,0.03149716,,-0.110877335,
,,0.0017287006,,0.049020197,
,,-5.776643e-05,,-0.085431635,
,,0.01749951,,-0.05247502,
,,-0.03529316,,-0.016175175,
,,-0.012983193,,0.09334334,
,,0.024606707,,0.08447861,
,,0.0008572703,,0.07753392,
,,0.043603428,,-0.00027537512,
,,-0.046200976,,0.043547012,
,,0.0004937612,,0.09722666,
,,0.057425603,,-0.051883094,
,,0.104753725,,0.10637485,
,,-0.07745694,,0.09868283,
,,-0.08910155,,-0.056986857,
,,-0.09234446,,-0.013181161,
,,-0.075334355,,-0.068585984,
,,0.02701085,,0.06346591,
,,0.11523474,,-0.13392876,
,,0.06694242,,-0.08547303,
,,0.0021795249,,0.18847561,
,,-0.033376165,,0.08545584,
,,0.01815452,,0.030124057,
,,0.047323234,,0.03463508,
,,0.03131686,,-0.060394153,
,,0.017126,,0.088833906,
,,0.06763432,,-0.0104873795,
,,0.13384594,,-0.06387695,
,,0.06351098,,0.10295456,
,,0.01490912,,0.14750955,
,,0.019586472,,-0.06053592,
,,0.040751405,,-0.15453117,
,,0.011155733,,0.114145696,
,,-0.03251886,,-0.0044016624,
,,0.018894719,,-0.103516035,
,,0.09708758,,0.12268728,
,,0.110610835,,-0.19741538,
,,0.02676149,,-0.14197302,
,,-0.012602964,,0.13896222,
,,-0.08525281,,-0.026010795,
,,-0.07688398,,-0.04976255,
,,0.031818356,,0.04638021,
,,0.054730628,,-0.009499237,
,,-0.009875198,,-0.102470614,
,,0.014319604,,0.0025986584,
,,0.014661703,,0.15790166,
,,-0.01722455,,0.15937817,
,,0.008388748,,0.10729257,
,,-0.039707344,,0.1030247,
,,-0.031419054,,-0.10395442,
,,-0.07825838,,-0.020579947,
,,-0.07904262,,-0.017487234,
,,-0.023126788,,0.11233805,
,,0.05115121,,0.118564755,
,,0.056680515,,-0.059198555,
,,0.03297709,,0.037384342,
,,0.05753674,,0.055557817,
,,0.002896383,,-0.11798508,
,,-0.061794374,,0.118546285,
,,-0.041670002,,-0.1041373,
,,-0.073008314,,0.0240722,
,,-0.022820313,,0.059235852,
,,0.0010566049,,0.013697256,
,,-0.06796858,,0.04653759,
,,-0.05405395,,0.03355545,
,,0.06055867,,-0.059397053,
,,-0.019166242,,-0.09706044,
,,0.0412518,,0.10434121,
,,-0.0073575717,,-0.16085097,
,,-0.014318046,,-0.061210677,
,,-0.023084722,,0.08532476,
,,0.028457759,,-0.033522733,
,,-0.016072888,,0.053090494,
,,0.062785745,,-0.022321122,
,,-0.05287193,,-0.021832902,
,,-0.062414594,,-0.032633252,
,,-0.00547894,,-0.061731454,
,,0.01824382,,0.07262289,
,,0.008398797,,0.07876176,
,,-0.039974462,,0.036434937,
,,-0.029782185,,-0.032197367,
,,-0.03071608,,0.031053113,
,,0.02293332,,-0.04426432,
,,0.03221692,,-0.054268256,
,,0.037772767,,-0.13071902,
,,0.0079967035,,0.061355818,
,,-0.03534951,,-0.09377139,
,,-0.055988465,,0.07040739,
,,-0.019218337,,-0.04483192,
,,-0.03786121,,0.028888399,
,,-0.011944919,,-0.09352765,
,,0.020541433,,0.099945076,
,,-0.00318686,,-0.020597043,
,,-0.055054333,,0.073800124,
,,0.043463305,,0.051267914,
,,-0.035097703,,0.011804701,
,,-0.039290905,,-0.035748675,
,,-0.028395858,,-0.11804535,
,,0.060973708,,0.04567247,
,,0.040573757,,0.103665315,
,,0.039268497,,-0.17014042,
,,0.010384777,,-0.046341233,
,,-0.0062560537,,0.013626334,
,,-0.033977587,,-0.016156858,
,,-0.0029274418,,0.080379896,
,,0.02054761,,0.070683025,
,,-0.02893172,,-0.04697589,
,,-0.009462613,,0.102935925,
,,0.051929593,,-0.16943944,
,,-0.020173464,,0.11103993,
,,-0.019286152,,0.11985112,
,,0.05163793,,-0.11234988,
,,0.038587153,,0.053892046,
,,-0.018682238,,0.0776028,
,,0.06246357,,0.12017252,
,,-0.061908845,,0.05419293,
,,-0.041678187,,0.05943028,
,,-0.035114165,,-0.027008565,
,,0.039948564,,-0.16015537,
,,-0.04771502,,0.16032077,
,,0.05602335,,-0.16897574,
,,-0.028829912,,-0.097556435,
,,0.057637747,,-0.10018058,
,,-0.045793157,,0.040724944,
,,-0.029705478,,-0.014474073,
,,-0.07953344,,0.07401956,
,,-0.03599011,,-0.037954394,
,,-0.03653244,,-0.08898176,
,,0.0133325495,,-0.10787835,
,,-0.004351272,,0.1857088,
,,-0.036926046,,-0.02310886,
,,-0.031666186,,0.13642715,
,,-0.07232277,,0.0901834,
,,-0.05144413,,-0.13446029,
,,-0.012963199,,0.02811938,
,,0.041768607,,0.14090745,
,,0.02722161,,0.087251574,
,,0.030747803,,0.18397221,
,,-0.029924965,,-0.012711537,
,,-0.0067388774,,-0.104489945,
,,0.0402806,,-0.0356988,
,,-0.06268562,,-0.05059441,
,,-0.037910618,,-0.0645848,
,,-0.005780201,,0.002967848,
,,-0.032320283,,0.13052005,
,,0.0077575296,,0.01712959,
,,0.040075596,,0.15000983,
,,-0.01931385,,0.10451681,
,,-0.053845335,,-0.08939669,
,,-0.11567459,,-0.06646871,
,,-0.041843254,,0.20625032,
,,-0.018000588,,-0.007889753,
,,0.02240222,,-0.057592697,
,,0.02438962,,0.06768672,
,,-0.017756723,,-0.07038617,
,,-0.010042029,,-0.0045363693,
,,0.024595225,,-0.09397783,
,,-0.029668128,,-0.057370696,
,,-0.05323557,,0.049361248,
,,-0.0694253,,-0.040275373,
,,0.006280397,,0.11769981,
,,-0.047777276,,-0.08481153,
,,-0.007287353,,0.08299635,
,,-0.089784205,,0.021849861,
,,-0.00015577894,,-0.039999414,
,,-0.058791302,,-0.055166394,
,,-0.04928681,,-0.13471915,
,,0.0058374223,,0.057201646,
,,0.007880135,,-0.06053963,
,,0.011000821,,-0.019083664,
,,0.010973291,,-0.023248356,
,,-0.0018727446,,0.09475748,
,,-0.047844097,,0.108745,
,,-0.096053675,,-0.072475396,
,,0.0007068456,,-0.047016956,
,,0.0064826272,,-0.08315281,
,,-0.016863314,,-0.06890676,
,,-0.010014098,,0.08655006,
,,-0.06305527,,-0.04878888,
,,-0.00048610635,,0.07430704,
,,-0.06732187,,-0.07869222,
,,-0.097412646,,-0.022073895,
,,-0.003768248,,0.035620686,
,,0.04508012,,-0.16314627,
,,0.023822572,,0.07333638,
,,0.022236373,,0.1456626,
,,0.028633956,,-0.1131812,
,,-0.04258265,,-0.050596423,
,,-0.0055708745,,-0.009323615,
,,0.026494231,,0.11342412,
,,-0.0033089798,,0.10101695,
,,0.0473144,,0.13231178,
,,-0.05455276,,0.0073065553,
,,-0.004692248,,-0.07494386,
,,0.06281922,,-0.056577705,
,,-0.015559604,,0.004076288,
,,0.061767858,,-0.108608104,
,,0.009153847,,-0.054358758,
,,-0.08418618,,-0.12843277,
,,0.0038549372,,0.009637296,
,,-0.014080649,,-0.037849236,
,,-0.038139895,,0.061327096,
,,-0.03684787,,0.07026474,
,,-0.01114072,,0.12174042,
,,0.022419233,,0.1008032,
,,-0.06895183,,0.04505016,
,,-0.09578099,,0.022469997,
,,-0.023177333,,-0.106004745,
,,0.059230037,,-0.10819222,
,,-0.00281988,,-0.038933724,
,,-0.047388792,,-0.064141706,
,,-0.02816431,,0.025969323,
,,0.015776683,,-0.017668197,
,,0.02867097,,0.10285765,
,,-0.067893825,,0.01117503,
,,-0.015769128,,-0.01916713,
,,-0.02716648,,-0.06974241,
,,-0.040571608,,0.17033452,
,,0.020633565,,-0.035124116,
,,0.058789596,,0.11505097,
,,-0.0061711995,,-0.05872361,
,,-0.08446189,,0.05817834,
,,0.011753041,,-0.09050621,
,,-0.053303674,,0.03277391,
,,-0.03117656,,0.060237102,
,,-0.0108174635,,-0.06788046,
,,0.04097295,,-0.14454599,
,,0.025399324,,-0.062409006,
,,-0.002698302,,0.08973523,
,,-0.08540723,,0.05620593,
,,0.040611707,,-0.064723045,
,,0.034812644,,0.008175599,
,,-0.022763265,,-0.045489423,
,,0.011286255,,-0.019137,
,,-0.03250548,,-0.008260468,
,,-0.027602632,,-0.07697133,
,,-0.018756548,,0.061915655,
,,-0.034401882,,-0.058044285,
,,0.0016302536,,0.07831323,
,,-0.040558428,,-0.028916882,
,,0.022961149,,-0.02777266,
,,-0.025589488,,0.071305856,
,,-0.048426967,,-0.097807966,
,,0.04407265,,0.1458665,
,,-0.043325797,,0.03909783,
,,-0.013012407,,0.054123655,
,,0.027601263,,0.092651255,
,,0.018151967,,0.08883124,
,,0.019453468,,0.10233357,
,,0.035181977,,-0.0128679685,
,,-0.05347525,,-0.0044817273,
,,0.047388677,,-0.04764519,
,,0.057083067,,-0.08405422,
,,-0.03755775,,0.1728479,
,,0.023774201,,-0.055604775,
,,0.048996914,,-0.0981812,
,,0.022729848,,-0.07246053,
,,0.03968136,,-0.016142726,
,,-0.013904939,,0.14755096,
,,-0.0608291,,-0.14266853,
,,-0.048865236,,-0.10566708,
,,0.002530072,,0.10683234,
,,0.021908196,,-0.08440658,
,,0.005466485,,-0.16908008,
,,-0.059009574,,-0.102344714,
,,0.03372791,,-0.15577114,
,,0.05319215,,0.005628114,
,,0.038645424,,0.045368645,
,,-0.029499942,,-0.008500805,
,,0.026211383,,-0.0021421018,
,,-0.06243046,,0.07462922,
,,0.0084199365,,-0.052598853,
,,-0.013613927,,0.06949984,
,,0.0027909419,,-0.006033341,
,,0.033689804,,0.15720251,
,,-0.06594811,,-0.08238096,
,,0.052946486,,-0.07830567,
,,0.060864724,,0.07900992,
,,-0.025741152,,0.08958305,
,,0.010865355,,0.06497848,
,,0.039905325,,-0.037649997,
,,0.03507078,,0.12109645,
,,-0.03886214,,0.09806429,
,,-0.0038741734,,0.025172606,
,,0.017254295,,0.1048276,
,,0.050254494,,0.03311402,
,,0.021648351,,-0.012902028,
,,-0.015313145,,-0.08153752,
,,-0.052970555,,-0.01340348,
,,0.017431054,,-0.029224843,
,,0.038251527,,-0.029656738,
,,0.0076881605,,-0.0016641098,
,,-0.12607498,,0.044333387,
,,-0.034848567,,0.090868235,
,,-0.011250041,,0.093867,
,,-0.010481955,,-0.053379577,
,,0.004148995,,0.13485304,
,,-0.052826308,,0.011908027,
,,0.060299154,,0.10225513,
,,-0.07934445,,-0.10576379,
,,-0.04550805,,0.08863236,
,,-0.043434322,,0.021137912,
,,0.025613029,,-0.02283378,
,,-0.0038543933,,0.038742553,
,,-0.014661687,,-0.11359843,
,,-0.03519204,,0.10642084,
,,0.055383027,,0.0030216977,
,,0.05475805,,0.041695364,
,,0.0056102774,,0.08047397,
,,0.029309373,,0.08276997,
,,0.026087027,,0.027693657,
,,0.033139754,,-0.17387307,
,,-0.053001218,,0.08040992,
,,0.03549859,,-0.082659036,
,,0.024112806,,,
,,-0.011691469,,,
,,0.04015368,,,
,,-0.028669877,,,
,,0.030368373,,,
,,0.0031065627,,,
,,-0.019926244,,,
,,-0.050979555,,,
,,0.01213487,,,
,,-0.04261457,,,
,,0.054956816,,,
,,-0.022445759,,,
,,0.036961302,,,
,,0.04917255,,,
,,-0.035248302,,,
,,0.051173523,,,
,,-0.022217494,,,
,,-0.05298651,,,
,,0.012377848,,,
,,-0.04493694,,,
,,-0.061260697,,,
,,-0.0406549,,,
,,0.017280357,,,
,,0.038190015,,,
,,0.06171282,,,
,,-0.0013931048,,,
,,0.029765785,,,
,,-0.00074364827,,,
,,-0.049034324,,,
,,-0.04885988,,,
,,-0.022977678,,,
,,0.037953738,,,
,,0.060724683,,,
,,-0.017860215,,,
,,8.280117e-05,,,
,,0.052046336,,,
,,-0.019493038,,,
,,0.0077531454,,,
,,-0.058622293,,,
,,0.03284598,,,
,,-0.0019263136,,,
,,0.058133855,,,
,,-0.039783232,,,
,,-0.058962427,,,
,,0.04604873,,,
,,-0.029632403,,,
,,-0.020208005,,,
,,0.038100347,,,
,,-0.0008548587,,,
,,0.04237498,,,
,,-0.030844474,,,
,,0.029658949,,,
,,0.059128724,,,
,,0.015382186,,,
,,0.013612753,,,
,,0.053367537,,,
,,0.036841314,,,
,,0.054315165,,,
,,0.022939788,,,
,,-0.04314148,,,
,,0.040158745,,,
,,0.050935913,,,
,,-0.02729599,,,
,,-0.019069064,,,
,,-0.016548308,,,
,,-0.057102982,,,
,,0.06336477,,,
,,-0.029342515,,,
,,-0.017849408,,,
,,-0.02033531,,,
,,0.031180477,,,
,,0.056824017,,,
,,-0.039329827,,,
,,0.03992451,,,
,,0.03538547,,,
,,-0.0055348454,,,
,,-0.058639158,,,
,,-0.025456984,,,
,,0.04536395,,,
,,0.051167283,,,
,,-0.004596125,,,
,,0.0121603655,,,
,,0.017764937,,,
,,0.0753727,,,
,,-0.0012381172,,,
,,0.008487254,,,
,,-0.030939074,,,
,,0.071737535,,,
,,-0.0027446556,,,
,,0.030177645,,,
,,0.023868352,,,
,,0.043817952,,,
,,0.056136366,,,
,,0.05630796,,,
,,0.02335559,,,
,,0.005674767,,,
,,0.032510865,,,
,,-0.03010085,,,
,,0.051423363,,,
,,-0.0064154873,,,
,,0.069036014,,,
,,0.07314055,,,
,,-0.032746717,,,
,,-0.021064693,,,
,,-0.013729602,,,
,,-0.008112951,,,
,,-0.020379279,,,
,,0.010723356,,,
,,0.040900752,,,
,,-0.06322375,,,
,,-0.00951172,,,
,,0.014464791,,,
,,0.009639206,,,
,,0.008171473,,,
,,-0.05206694,,,
,,0.019394418,,,
,,-0.035438016,,,
,,-0.08220173,,,
,,0.022615757,,,
,,-0.032940168,,,
,,0.040101137,,,
,,0.019841699,,,
,,-0.03815645,,,
,,0.025941696,,,
,,-0.024709886,,,
